id,date,user,pc,activity
{T8A6-R3IS58GP-0042REGW},06/18/2010 09:25:57,AJF0370,PC-8651,Disconnect
{B3Q1-W7UP73QY-4616WSNZ},06/18/2010 09:29:11,BJP0134,PC-0898,Disconnect
{O1Y0-N8BX49EL-6191EYWO},06/18/2010 09:34:43,AJF0370,PC-8651,Connect
{F4Y3-K9MP43QS-0014DLHU},06/18/2010 09:36:48,AJF0370,PC-8651,Disconnect
{T7X9-N5JP25MQ-4508HUMR},06/18/2010 09:41:26,BDI0533,PC-5883,Connect
{C2A3-L3WX48DA-6395HMLW},06/18/2010 09:42:44,AJF0370,PC-8651,Connect
{T2P3-O1PP37FR-5108WJTW},06/18/2010 09:43:29,AJF0370,PC-8651,Disconnect
{S4P4-E3NO20IJ-7183GMAG},06/18/2010 09:45:38,AJF0370,PC-8651,Connect
{A5Y2-M8WE52XZ-0257IIXI},06/18/2010 09:59:13,AJF0370,PC-8651,Disconnect
{S6B6-R5FU01LA-2285WMMQ},06/18/2010 10:13:17,BDI0533,PC-5883,Disconnect
{N0Q2-C1NV72GZ-4050DAMX},06/18/2010 10:17:48,BAJ0654,PC-9268,Connect
{Z3I1-W1YB25KF-2475IKXX},06/18/2010 10:24:26,AIB0948,PC-8245,Connect
{Y5G1-X7JX45XO-9301OAQE},06/18/2010 10:26:09,AIB0948,PC-8245,Disconnect
{A2A3-N6RS89QW-1911FLET},06/18/2010 10:30:19,AIB0948,PC-8245,Connect
{P7G7-O9XN47LU-9251THTJ},06/18/2010 10:31:52,AIB0948,PC-8245,Disconnect
{I7H4-C8OY21YB-6569OLSW},06/18/2010 10:35:29,AIB0948,PC-8245,Connect
{L9U5-I9NU89QN-1043WLMH},06/18/2010 10:42:55,AJH0175,PC-3815,Connect
{R2N6-S5NY66IU-8047JXZX},06/18/2010 10:43:38,AIB0948,PC-8245,Disconnect
{L4F7-W0RH54AY-1066LGZY},06/18/2010 10:46:35,AIB0948,PC-8245,Connect
{K4G4-Z9QN07IT-3730YEEC},06/18/2010 10:47:14,AIB0948,PC-8245,Disconnect
{B1A9-C6OF50LR-3038DBOA},06/18/2010 10:51:10,BJM0111,PC-6866,Connect
{X0J0-B0WH32SM-7613DWOT},06/18/2010 10:51:42,BJM0111,PC-6866,Disconnect
{Z6L0-T7BK54BY-1987LNRR},06/18/2010 10:52:03,AIB0948,PC-8245,Connect
{B0A0-B1KE09CQ-9189MKMW},06/18/2010 10:57:08,BAJ0654,PC-9268,Disconnect
{L8C6-U0JL70RK-5936LFXC},06/18/2010 11:05:02,AIB0948,PC-8245,Disconnect
{R7Z4-J3PI41GK-9595WMSU},06/18/2010 11:06:14,AVM0947,PC-0285,Connect
{C3U6-G3FP61QQ-7999KQCB},06/18/2010 11:09:57,BDI0533,PC-5883,Connect
{U6H3-U2GA62SC-8096KGZJ},06/18/2010 11:10:17,AHD0848,PC-7751,Connect
{Q0L8-H6SJ51FA-9370ZVNI},06/18/2010 11:10:51,BJM0111,PC-6866,Connect
{U8Q6-G0WP20XG-9429BUPG},06/18/2010 11:11:33,AIB0948,PC-8245,Connect
{U2W1-G6GC19PU-3179VISW},06/18/2010 11:11:41,BDI0533,PC-5883,Disconnect
{N7W3-N8QK08ZO-3298ROHS},06/18/2010 11:13:13,AIB0948,PC-8245,Disconnect
{O9R1-W3FZ05TZ-7091VXOB},06/18/2010 11:13:25,BJP0134,PC-0898,Connect
{Z9Q1-X9AH67MV-2591MVWC},06/18/2010 11:13:33,BJM0111,PC-6866,Disconnect
{S0B3-P8UR92MD-1521XJAB},06/18/2010 11:18:08,BJM0111,PC-6866,Connect
{Y6T9-I8SJ76LI-6538PDRE},06/18/2010 11:19:45,BJP0134,PC-0898,Disconnect
{S9T2-S9MA49LQ-8661AYDP},06/18/2010 11:19:58,BEH0615,PC-9461,Connect
{V4V0-L9MK48NK-5224QRIG},06/18/2010 11:22:15,AVM0947,PC-0285,Disconnect
{G9S4-C4SQ04VM-1336UGKW},06/18/2010 11:24:13,AVM0947,PC-0285,Connect
{H1U3-V3DH28TM-1622MHBG},06/18/2010 11:36:56,AHD0848,PC-7751,Disconnect
{C3M2-R0ZK91KR-3783JWQM},06/18/2010 11:37:01,BJM0111,PC-6866,Disconnect
{W3M4-E5TS37HN-9441LKQD},06/18/2010 11:43:53,AIB0948,PC-8245,Connect
{K9S8-R6PG85PT-2766BLMU},06/18/2010 11:46:31,AIB0948,PC-8245,Disconnect
{K9E9-P2NA14UF-1527KOCV},06/18/2010 11:47:01,AIB0948,PC-8245,Connect
{H5G1-A6VN23IF-5044KVDA},06/18/2010 11:47:54,BJP0134,PC-0898,Connect
{Z0O0-G5XE33BF-1692PNFH},06/18/2010 11:50:19,AIB0948,PC-8245,Disconnect
{A1L2-L9CF72FI-5287GCQP},06/18/2010 11:51:31,AJH0175,PC-3815,Disconnect
{K6F4-Q6AZ87PU-1609QHIH},06/18/2010 11:51:48,AIB0948,PC-8245,Connect
{B9O8-L9NI14EF-9963EHMR},06/18/2010 11:53:35,AIB0948,PC-8245,Disconnect
{H4Y1-Q6CP86PE-5480RSNL},06/18/2010 11:59:10,AVM0947,PC-0285,Disconnect
{F2Q9-G7BO84LD-1816XHRG},06/18/2010 12:14:02,BJP0134,PC-0898,Disconnect
{L9G6-Y6GJ65UF-0214TJTI},06/18/2010 12:25:07,BAL0044,PC-5179,Connect
{Q7Q6-F7PI06ZM-5629NPJC},06/18/2010 12:27:11,BJM0111,PC-6866,Connect
{B2I5-D6RF92DH-0070SSWA},06/18/2010 12:29:16,BJM0111,PC-6866,Disconnect
{K4Q0-B0MB94RM-3113CFKM},06/18/2010 12:40:20,BAL0044,PC-5179,Disconnect
{S5W2-D6BJ85BZ-2170AWCB},06/18/2010 12:42:57,AVM0947,PC-0285,Connect
{O5J2-X5KZ75VB-3301FCME},06/18/2010 12:47:24,BJP0134,PC-0898,Connect
{F1I0-N0BD62PT-0286JVXI},06/18/2010 12:50:12,BJP0134,PC-0898,Disconnect
{V3I3-A1CU27TM-5381WPZG},06/18/2010 12:51:40,BEH0615,PC-9461,Disconnect
{H1C1-V3DA07YG-2248FVBT},06/18/2010 12:53:50,AVM0947,PC-0285,Disconnect
{U5D8-K9GB87XG-9974QMPX},06/18/2010 13:09:44,AVM0947,PC-0285,Connect
{P9P1-U4ZC30HT-9964AFXO},06/18/2010 13:10:17,AVM0947,PC-0285,Disconnect
{I1A1-K2IE73LY-2810FBVD},06/18/2010 13:18:37,ABC0174,PC-5156,Connect
{A9D0-C1AZ93CJ-8309PHOK},06/18/2010 13:20:54,AJN0607,PC-8303,Connect
{Q5O2-H7SH24DY-4046UCKP},06/18/2010 13:37:38,AKR0057,PC-2879,Connect
{F2B2-P2XD64ZA-0489OSQG},06/18/2010 13:40:52,BJM0111,PC-6866,Connect
{B0E8-M1GU05NB-5381MXWJ},06/18/2010 13:42:47,AVM0947,PC-0285,Connect
{T8R6-X3FG72RP-8048BXCE},06/18/2010 13:43:09,AJN0607,PC-8303,Disconnect
{Z6Q0-M8IA18RH-7917ASIG},06/18/2010 13:46:47,BEH0615,PC-9461,Connect
{D4C0-D1BF31IW-7522FPCK},06/18/2010 13:50:14,BEH0615,PC-9461,Disconnect
{O5J2-J6CU81JM-4527XTAS},06/18/2010 13:56:31,ABC0174,PC-5156,Disconnect
{S6S7-R8UC54HP-2288SKTJ},06/18/2010 14:04:39,BJM0111,PC-6866,Disconnect
{X8Y4-M3CK31WB-6764UTGE},06/18/2010 14:08:37,BAL0044,PC-5179,Connect
{J3R6-N0AZ80WJ-2641TEQL},06/18/2010 14:09:17,AVM0947,PC-0285,Disconnect
{J5Z2-T5NH10JM-5873XWVH},06/18/2010 14:13:58,AKR0057,PC-2879,Disconnect
{P3P8-J7EE60EY-7542QESP},06/18/2010 14:19:49,AIP0982,PC-3733,Connect
{F1D3-B1PX55ZN-9516MTQX},06/18/2010 14:21:28,BAL0044,PC-5179,Disconnect
{D4E6-H3IP65XG-5665ZVSD},06/18/2010 14:26:37,BJP0134,PC-0898,Connect
{F2L5-E7UG18IX-1958QTAC},06/18/2010 14:30:16,AIP0982,PC-3733,Disconnect
{B4Z3-V3GL01IV-5697VMIY},06/18/2010 14:32:03,BJP0134,PC-0898,Disconnect
{A9F1-T0BT17GN-4375CFEP},06/18/2010 14:44:45,AVM0947,PC-0285,Connect
{S3V8-D6QO65TC-2752VVUJ},06/18/2010 14:48:54,BJP0134,PC-0898,Connect
{H9X7-L0TB12MJ-3787ZCNT},06/18/2010 14:55:21,BJM0111,PC-6866,Connect
{D2W3-U9EW86CG-4970ZVRF},06/18/2010 14:58:09,AVM0947,PC-0285,Disconnect
{H4E8-G0KU03MP-6628QNWR},06/18/2010 15:06:44,AJN0607,PC-8303,Connect
{P9J7-C4SF65PQ-4980KLKC},06/18/2010 15:14:22,AKR0057,PC-2879,Connect
{Q6G4-K4JW01GX-0185KVMC},06/18/2010 15:14:23,BJM0111,PC-6866,Disconnect
{T5L6-O2IM71JY-1021WLZP},06/18/2010 15:14:46,BJP0134,PC-0898,Disconnect
{X7J4-M0RJ11UK-0835YLSJ},06/18/2010 15:15:19,AVM0947,PC-0285,Connect
{L3L9-F2WU83YS-3032WRJD},06/18/2010 15:15:39,BEH0615,PC-9461,Connect
{B8P6-G3IM47SL-0290RVSU},06/18/2010 15:16:58,AKR0057,PC-2879,Disconnect
{P8I5-F1RU52AN-2329SHVC},06/18/2010 15:52:07,AVM0947,PC-0285,Disconnect
{L9A9-K1JD58IR-5306BRMI},06/18/2010 16:02:19,BBS0422,PC-4551,Connect
{G5G0-H6XH12DD-0552CBQP},06/18/2010 16:05:48,BBS0422,PC-4551,Disconnect
{E3F9-V1ZW19UG-9663QISN},06/18/2010 16:07:10,BEH0615,PC-9461,Disconnect
{L3A9-S6PD66FF-4108DDCE},06/18/2010 16:07:35,AJN0607,PC-8303,Disconnect
{A4G6-Y4AU28OG-7389SFDA},06/18/2010 16:08:02,BJP0134,PC-0898,Connect
{H8I0-B0TU78ED-0752OGIF},06/18/2010 16:08:54,BJP0134,PC-0898,Disconnect
{W4E3-D8DY59WX-2550PORJ},06/18/2010 16:16:32,ATP0662,PC-4127,Connect
{Z2R9-D0SG36TC-7482YUKT},06/18/2010 16:21:31,ATP0662,PC-4127,Disconnect
{U9S5-U2OM94TV-2845VGSJ},06/18/2010 16:27:37,AHM0410,PC-3686,Connect
{Z7H3-M2ZW97YK-5957NPRG},06/18/2010 16:42:36,BJM0111,PC-6866,Connect
{B5B3-H6JG06IM-6039HCCB},06/18/2010 16:44:33,BJM0111,PC-6866,Disconnect
{M9G0-X4XE15WN-6551BPMA},06/18/2010 16:59:57,BJP0134,PC-0898,Connect
{N1C9-E6PV90LY-5157UEAF},06/18/2010 17:16:31,BJP0134,PC-0898,Disconnect
{T1D7-Z2OT76LX-0988MARY},06/18/2010 17:24:51,AKR0057,PC-2879,Connect
{L0K7-N1GH33LZ-3105YPJT},06/18/2010 17:35:35,BJM0111,PC-6866,Connect
{W8P5-Z0HQ15WO-8387BYMJ},06/18/2010 17:37:52,BJP0134,PC-0898,Connect
{H4Y4-F2UO45OW-4491WQKA},06/18/2010 17:39:28,BJP0134,PC-0898,Disconnect
{R6E5-C6KK95QC-5795HQML},06/18/2010 17:42:58,AHM0410,PC-3686,Disconnect
{K7V7-R8MD51SP-9939SUHN},06/18/2010 17:51:23,BJM0111,PC-6866,Disconnect
{G9C0-I2RH94BR-4750MKDN},06/18/2010 18:02:48,ATP0662,PC-4127,Connect
{S6Y7-I2AR90RK-1589HDJJ},06/18/2010 18:15:38,AKR0057,PC-2879,Disconnect
{G0U2-T0MK13SR-2630EXYD},06/18/2010 18:29:33,ATP0662,PC-4127,Disconnect
{S7L5-V5HZ30UF-5937PMSY},06/18/2010 21:29:19,BAL0044,PC-2231,Connect
{B4H0-B1UU58LU-0871MAZV},06/18/2010 21:29:53,BAL0044,PC-2231,Disconnect
{L9P6-H9KK43MZ-4276KAFA},06/18/2010 23:16:40,BAL0044,PC-9000,Connect
{K6Z8-E7OL26AP-4385VMWG},06/18/2010 23:17:01,BAL0044,PC-9000,Disconnect
{D4G4-K9HS26JR-6010IAZC},06/19/2010 09:14:26,BDI0533,PC-5883,Connect
{M5Z2-A5IG50RV-3648OPMV},06/19/2010 09:17:07,BDI0533,PC-5883,Disconnect
{N6X1-F0KF70VQ-4418BZNF},06/19/2010 09:33:09,ATE0869,PC-1313,Connect
{J6P4-R6EU63PI-5103LIRU},06/19/2010 09:44:53,ATE0869,PC-1313,Disconnect
{N5D4-P0KH66KP-1345OPGF},06/19/2010 14:24:19,AOK0844,PC-4659,Connect
{N0W6-H0DC60RZ-6833TLRU},06/19/2010 14:33:59,AOK0844,PC-4659,Disconnect
{U5Z6-W5LA14BD-2678LENG},06/19/2010 15:38:18,BDI0533,PC-5883,Connect
{R9F9-F0FB04VW-2858QRWD},06/19/2010 15:38:53,BDI0533,PC-5883,Disconnect
{W0H4-E7WI06FZ-6612ZCRM},06/19/2010 16:22:57,BDI0533,PC-5883,Connect
{M0X1-W9YZ31IF-0829AJDV},06/19/2010 16:24:28,BDI0533,PC-5883,Disconnect
{M6O2-D0YY75CQ-6334SFXI},06/19/2010 18:12:44,AOK0844,PC-4659,Connect
{E9N1-A8AL84LU-9525QFZY},06/19/2010 18:16:25,AOK0844,PC-4659,Disconnect
{B5D5-I4XY20WU-7906XPJJ},06/20/2010 07:53:41,ATE0869,PC-1313,Connect
{J9A4-Z0SQ58TM-2265NURT},06/20/2010 07:56:51,ATE0869,PC-1313,Disconnect
{G6X1-G3ZR91ZN-9868EHBL},06/20/2010 08:40:32,AOK0844,PC-4659,Connect
{U4W7-Q1KR15BW-2972ERIU},06/20/2010 08:53:53,AOK0844,PC-4659,Disconnect
{C4C9-M6VO49EU-2396AIUR},06/20/2010 08:58:21,AOK0844,PC-4659,Connect
{B2H5-B6IY28BE-5943GDPW},06/20/2010 09:09:00,AOK0844,PC-4659,Disconnect
{V1R7-P6IK39DL-7062NCOE},06/20/2010 09:45:13,ABC0174,PC-5156,Connect
{M5A1-E2OS61CW-9787QFVL},06/20/2010 10:24:07,ABC0174,PC-5156,Disconnect
{D8V4-P4CE04FU-8244FSXM},06/20/2010 14:19:41,ABC0174,PC-5156,Connect
{N8Z8-E8LH83MZ-6026RPQT},06/20/2010 15:37:48,ABC0174,PC-5156,Disconnect
{Z1M3-S1NK09BD-9262VRRZ},06/21/2010 02:47:53,BAL0044,PC-1526,Connect
{U9J3-G5AY68UR-5384FIEM},06/21/2010 02:51:23,BAL0044,PC-1526,Disconnect
{Z4Q5-V8GU88XF-9800ZVMJ},06/21/2010 04:45:58,AJF0370,PC-7174,Connect
{K8O4-B9UW27PJ-6851QMIC},06/21/2010 04:47:11,AJF0370,PC-7174,Disconnect
{T6G0-M8SU58FF-7710QJDJ},06/21/2010 06:26:27,AJF0370,PC-9094,Connect
{P2R0-J5NA78UR-9288WDHZ},06/21/2010 06:26:28,AJF0370,PC-9094,Disconnect
{I9Y3-B0HM74FA-1702EKEF},06/21/2010 06:37:34,AJF0370,PC-8508,Connect
{L1R7-V8CV22KY-9448HCYQ},06/21/2010 06:37:46,AJF0370,PC-8508,Disconnect
{X7S2-G5OR40GE-6647KSOL},06/21/2010 07:13:06,BAL0044,PC-9926,Connect
{A2L0-Q9DT73IK-6403CPSL},06/21/2010 07:18:39,BAL0044,PC-9926,Disconnect
{U4H0-O7TB65FE-1653YCOB},06/21/2010 07:24:03,AIB0948,PC-8245,Connect
{C4C4-K3RW58XQ-0886KAQO},06/21/2010 07:24:32,AIB0948,PC-8245,Disconnect
{D0X3-B3ZK32XV-1521CSAL},06/21/2010 07:25:48,AIB0948,PC-8245,Connect
{U8Y7-G9XP86SI-8017ZCYT},06/21/2010 07:30:50,AIB0948,PC-8245,Disconnect
{Z7B2-V5LE19IH-0223SLGH},06/21/2010 08:10:38,AJF0370,PC-8651,Connect
{K1M5-D6HT01LC-3635RDVQ},06/21/2010 08:12:12,AJF0370,PC-8651,Disconnect
{R8I9-E8LL00HB-0484EXLL},06/21/2010 08:15:55,AJF0370,PC-8651,Connect
{P5M4-G0ZS10CI-5039NKMK},06/21/2010 08:27:17,AVM0947,PC-0285,Connect
{Y1X1-U8ZM06WB-8640IRWP},06/21/2010 08:28:25,AJF0370,PC-8651,Disconnect
{Z4Y1-S6XI26GW-3368WDEG},06/21/2010 08:30:03,AIP0982,PC-3733,Connect
{X8N4-K6MS96EC-2018JRMK},06/21/2010 08:32:11,AJF0370,PC-8651,Connect
{L0F1-X9XF70PU-3024FONL},06/21/2010 08:42:56,AVM0947,PC-0285,Disconnect
{U5T3-M0BL91RV-5958SESB},06/21/2010 08:44:42,AJF0370,PC-8651,Disconnect
{E8V9-M5DL92PD-1351KUHH},06/21/2010 08:51:18,AIP0982,PC-3733,Disconnect
{Y6M3-P1RX68EK-4248XHEM},06/21/2010 08:53:27,AJF0370,PC-8651,Connect
{O3S0-Y3BZ68QG-3274IKSP},06/21/2010 09:02:05,AJF0370,PC-8651,Disconnect
{U3S2-K3MI47EF-8523BRPW},06/21/2010 09:04:14,AJF0370,PC-8651,Connect
{R1H6-P6EL48KX-3446ZJHC},06/21/2010 09:09:16,AJF0370,PC-8651,Disconnect
{N0H5-C4BC40KS-4963BPSO},06/21/2010 09:14:12,AOK0844,PC-4659,Connect
{K1A7-A2WH66XB-2734CFCV},06/21/2010 09:15:39,AJN0607,PC-8303,Connect
{L7J4-K8EA18MP-4469QHRS},06/21/2010 09:16:03,AJN0607,PC-8303,Disconnect
{Y8J5-P6BL04YQ-4046XQIC},06/21/2010 09:22:29,AOK0844,PC-4659,Disconnect
{K5M9-L4RB06RI-9801OEFG},06/21/2010 09:27:35,BJM0111,PC-6866,Connect
{Y7F9-E3AJ46LM-5123FHYE},06/21/2010 09:29:45,AVM0947,PC-0285,Connect
{U3U8-P7XR74WD-3743PSWE},06/21/2010 09:32:58,BJM0111,PC-6866,Disconnect
{L1R3-Y5ZL18HL-1801ZIOB},06/21/2010 09:36:31,BJM0111,PC-6866,Connect
{I8T2-P0ZT21LW-5702GSBZ},06/21/2010 09:37:41,AVM0947,PC-0285,Disconnect
{X0W8-B8CM86WI-0969UXXM},06/21/2010 09:52:15,BJM0111,PC-6866,Disconnect
{D3L6-L7WD22GN-0691MJTR},06/21/2010 09:57:17,BJM0111,PC-6866,Connect
{O2Z2-M8QY88DC-4104JRAB},06/21/2010 10:19:14,AVM0947,PC-0285,Connect
{I3L1-T3AB70CU-4443FCDT},06/21/2010 10:26:59,AVM0947,PC-0285,Disconnect
{Q0V2-O5PO83KV-1319ODEG},06/21/2010 10:36:50,AVM0947,PC-0285,Connect
{Z1R8-B9QQ49ZF-1661ZVZB},06/21/2010 10:38:32,BJM0111,PC-6866,Disconnect
{R2Q3-W4SV74AM-5897FQSM},06/21/2010 10:40:06,AKR0057,PC-2879,Connect
{J1O1-B3SU16UE-0578HNJJ},06/21/2010 10:40:26,AKR0057,PC-2879,Disconnect
{U5L7-X4JV59ZG-8506UFOE},06/21/2010 10:42:14,AVM0947,PC-0285,Disconnect
{Y2S2-E7MW01RV-9248DBML},06/21/2010 10:55:12,BJP0134,PC-0898,Connect
{H0H6-G0DG84OT-7226XGOB},06/21/2010 10:56:03,BJP0134,PC-0898,Disconnect
{T1O4-E3EY44GF-7517BXAG},06/21/2010 11:02:59,BJP0134,PC-0898,Connect
{N3C1-T7BA02JV-7359KBCD},06/21/2010 11:09:28,BBG0325,PC-6609,Connect
{X0B3-F7ZN29GR-5228WSIB},06/21/2010 11:14:13,BJP0134,PC-0898,Disconnect
{C0S1-R4GX77TI-9926EDHK},06/21/2010 11:25:17,ABC0174,PC-5156,Connect
{I7C3-D5QB96ID-1317AHGV},06/21/2010 11:30:50,BBG0325,PC-6609,Disconnect
{L3A6-A3MT11SZ-4611JUVM},06/21/2010 11:32:32,AJN0607,PC-8303,Connect
{P8J4-U7TB68AE-2575MDHF},06/21/2010 11:37:22,BJM0111,PC-6866,Connect
{B5D6-S9MQ46WM-5695DTUU},06/21/2010 11:39:15,BJM0111,PC-6866,Disconnect
{G4U5-F3KO30NE-7355NVKX},06/21/2010 11:44:58,ABC0174,PC-5156,Disconnect
{G0Z3-M5JN24NX-0675XLSH},06/21/2010 11:54:25,AVM0947,PC-0285,Connect
{N9G1-T8IE54RB-6734KQVW},06/21/2010 11:56:33,AVM0947,PC-0285,Disconnect
{K4U2-S0JZ57UV-7277MXHX},06/21/2010 12:01:07,AVM0947,PC-0285,Connect
{O9L5-K8SX38RB-8305DSWQ},06/21/2010 12:02:11,BJP0134,PC-0898,Connect
{S7H9-U8UC30FH-6674ZDWN},06/21/2010 12:03:17,BJP0134,PC-0898,Disconnect
{G7X9-B5VR23FH-2827QIZE},06/21/2010 12:12:14,AJN0607,PC-8303,Disconnect
{X6K3-L3GY39ZC-7388CYCK},06/21/2010 12:29:04,BJP0134,PC-0898,Connect
{K2E0-L1JP10CK-6491UAIV},06/21/2010 12:29:45,AVM0947,PC-0285,Disconnect
{P5L8-M1VA79FP-8021LIIN},06/21/2010 12:44:01,BJP0134,PC-0898,Disconnect
{P7T0-Z6XY91DV-0966QKUM},06/21/2010 13:12:43,BJP0134,PC-0898,Connect
{T6S7-T1KA68KQ-3118HAMO},06/21/2010 13:22:49,BJP0134,PC-0898,Disconnect
{P9L4-A1NS43NL-1198YVOY},06/21/2010 13:23:15,BJM0111,PC-6866,Connect
{J2D1-E4UB87YE-2764QVXU},06/21/2010 13:26:06,BJM0111,PC-6866,Disconnect
{L2G4-U7LK31SW-5873FUKJ},06/21/2010 13:26:41,AVM0947,PC-0285,Connect
{O7N9-N8AT40CW-5983XCAR},06/21/2010 13:28:43,AVM0947,PC-0285,Disconnect
{E7R2-L4IC00JJ-2719VBBY},06/21/2010 13:33:58,ATP0662,PC-4127,Connect
{T0N2-N2YH34GC-8531ANIY},06/21/2010 13:34:40,ABC0174,PC-5156,Connect
{W0S2-S1KG70GR-9283KBTG},06/21/2010 13:40:25,ATP0662,PC-4127,Disconnect
{P6I2-M8ZE41NT-9936PDYI},06/21/2010 13:43:40,AAF0535,PC-2408,Connect
{E9V0-Y6TH62RN-0722TTPS},06/21/2010 13:43:53,AAF0535,PC-2408,Disconnect
{O0T1-Z6EY71LW-6810TUPW},06/21/2010 13:48:08,BJM0111,PC-6866,Connect
{L8E6-U1TJ60AY-7265CWIM},06/21/2010 13:49:24,AJF0370,PC-8651,Connect
{J0O7-E7KA32FU-0181NYWH},06/21/2010 13:55:23,BJM0111,PC-6866,Disconnect
{P7C8-M5CU14IE-9323FIFF},06/21/2010 13:55:54,BJP0134,PC-0898,Connect
{S5A4-K7YE17BE-6267DRRX},06/21/2010 13:56:59,AJF0370,PC-8651,Disconnect
{K5Q2-A0BJ97VS-1148FWTZ},06/21/2010 14:01:33,ABC0174,PC-5156,Disconnect
{I4E0-M4VD91NU-6489LSET},06/21/2010 14:03:19,BJP0134,PC-0898,Disconnect
{X9B0-S4HL81WK-3000CEIT},06/21/2010 14:12:14,AJN0607,PC-8303,Connect
{K8O8-G2GI63JJ-9264AXAR},06/21/2010 14:13:31,AOK0844,PC-4659,Connect
{Z0V6-P6KG21WM-6881JLIF},06/21/2010 14:17:29,AJN0607,PC-8303,Disconnect
{U7K8-P1QJ38WA-5853CBFH},06/21/2010 14:20:34,BDI0533,PC-5883,Connect
{A8X5-M7RY56TL-0737TMZU},06/21/2010 14:32:00,ABC0174,PC-5156,Connect
{H6Z0-G4MX67WP-5147SDKY},06/21/2010 14:35:39,ABC0174,PC-5156,Disconnect
{K8Y6-X9RX62HS-8888AEXJ},06/21/2010 14:36:51,AOK0844,PC-4659,Disconnect
{U3G9-R6DS73BV-8419LYLW},06/21/2010 14:43:12,BJM0111,PC-6866,Connect
{Y5P8-G2QS43ZJ-2095NWPB},06/21/2010 14:54:11,AIP0982,PC-3733,Connect
{B4H8-S8PG46IJ-7085XHSA},06/21/2010 14:58:48,AIP0982,PC-3733,Disconnect
{J7F9-H3RU55YW-7310VGDS},06/21/2010 15:01:45,BDI0533,PC-5883,Disconnect
{Z4R4-H2LR41QI-5134AFZM},06/21/2010 15:04:17,AIB0948,PC-8245,Connect
{Z9J2-V8PQ35PY-4612AOER},06/21/2010 15:05:54,BJM0111,PC-6866,Disconnect
{I6R6-G0KE79MC-8423ZZDW},06/21/2010 15:08:07,AIB0948,PC-8245,Disconnect
{Y5Q2-T2TH17IV-0458RJPM},06/21/2010 15:11:48,AIB0948,PC-8245,Connect
{L7R4-E7MX82EL-6980KIMD},06/21/2010 15:12:03,AIB0948,PC-8245,Disconnect
{F6K8-D2DD09VC-2162NRKP},06/21/2010 15:22:10,AIB0948,PC-8245,Connect
{Q2X1-K5ZV65YO-1851DSTI},06/21/2010 15:22:29,AIB0948,PC-8245,Disconnect
{K3S9-S9VD59CE-9209XLAK},06/21/2010 15:23:29,AVM0947,PC-0285,Connect
{L6X4-L0ES26IW-0879XPBZ},06/21/2010 15:28:09,AIB0948,PC-8245,Connect
{Y8Z1-H7RD55VR-5271UFVQ},06/21/2010 15:28:28,AIB0948,PC-8245,Disconnect
{V7J9-S2NU54GW-1995KQSZ},06/21/2010 15:31:11,AVM0947,PC-0285,Disconnect
{O8L5-B3UT89OW-3700ONJV},06/21/2010 15:31:37,AIB0948,PC-8245,Connect
{R6H4-P1IS36FU-3618EOIW},06/21/2010 15:38:40,AIB0948,PC-8245,Disconnect
{N6Q8-J4QV13UA-9180UTTB},06/21/2010 15:42:02,AIB0948,PC-8245,Connect
{B3K7-D0NH37BT-4060SUXK},06/21/2010 15:49:30,AIB0948,PC-8245,Disconnect
{G9W0-S4MQ36TW-7098SKQW},06/21/2010 15:50:22,AJF0370,PC-8651,Connect
{X5Y5-W5OR64DP-5510RTIU},06/21/2010 15:51:38,BJP0134,PC-0898,Connect
{A0E9-G2NI48CH-7362KCBW},06/21/2010 15:51:53,ATP0662,PC-4127,Connect
{L4W4-N8SA60LE-9170SUMU},06/21/2010 15:53:12,AJN0607,PC-8303,Connect
{T2D5-P8JV78HK-1998RSWF},06/21/2010 15:56:42,AJF0370,PC-8651,Disconnect
{K8Z2-T5XO63XT-6199JZII},06/21/2010 15:59:32,AJF0370,PC-8651,Connect
{A5O2-V1HC24VI-5815UYHQ},06/21/2010 16:02:21,AIB0948,PC-8245,Connect
{A6I3-G8FM13TY-0227QGRL},06/21/2010 16:05:47,AJF0370,PC-8651,Disconnect
{A2D5-B6DM60HD-6743CCSO},06/21/2010 16:14:43,BBS0422,PC-4551,Connect
{G2K2-B9BA11EN-8552YWJC},06/21/2010 16:15:53,AJF0370,PC-8651,Connect
{F1V9-J8HW73VX-9937DTQF},06/21/2010 16:18:14,BJP0134,PC-0898,Disconnect
{M3J4-B1OE05OC-7555IXXD},06/21/2010 16:35:06,AJN0607,PC-8303,Disconnect
{D5S8-G1YR49YB-5178HIWT},06/21/2010 16:38:42,ATP0662,PC-4127,Disconnect
{P3O1-T8QS14ZS-8394REUK},06/21/2010 16:38:58,AKR0057,PC-2879,Connect
{Y0P0-A4ZG73EY-0087MLIJ},06/21/2010 16:52:08,BJP0134,PC-0898,Connect
{W4A9-I9UP59RH-8622KGYF},06/21/2010 17:03:52,BJM0111,PC-6866,Connect
{H4Q5-O6VG81PP-5327AYVC},06/21/2010 17:11:55,BJP0134,PC-0898,Disconnect
{K4Q4-C1OM03BF-3241MYWA},06/21/2010 17:21:42,AKR0057,PC-2879,Disconnect
{E6W0-P0SW75JK-7098VKWZ},06/21/2010 17:39:29,BJM0111,PC-6866,Disconnect
{Y1P7-B6ON77QN-1538FZKS},06/21/2010 17:44:17,BBS0422,PC-4551,Disconnect
